#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
505100,-51175.47702255608,302.49060086770317,32.4261601006091,1.0210966201939495
505200,-51026.60777337006,296.5962192416995,32.34864129659708,1.023543529418124
505300,-51053.14557393509,295.2334131572652,32.3683882033359,1.0229190986157137
505400,-51018.04859089664,289.7374341745918,32.21754149119232,1.0277085386435083
505500,-51126.75490380832,296.51873404471144,32.115816531788816,1.0309637449767697
505600,-51334.36983027974,301.8468293971843,32.07296811983062,1.032341078034742
505700,-51078.35920828323,296.39487397762997,32.222426415412826,1.027552737889483
505800,-50752.491645800306,296.3336393069174,32.119822151780824,1.0308351748692395
505900,-51004.50099834662,296.8135038625539,32.32653612456341,1.0242434375590566
506000,-51180.090092298036,303.2222217809715,32.24954372953019,1.0266887110803227
506100,-51013.3333460116,299.79288695467875,32.0303756936613,1.0337138346820034
506200,-51114.59098714719,297.6506937725764,32.29094152792848,1.0253724703555875
506300,-50911.81269958277,296.5792757735638,32.087697423972855,1.0318671996658462
506400,-50766.1018656736,302.0460503940032,32.01663620827802,1.0341574383144934
506500,-51060.72914574841,307.7018058660477,32.01663620827802,1.0341574383144934
506600,-50861.751066241144,296.39580643398943,32.01663620827802,1.0341574383144934
506700,-51109.608032813994,298.2555447280161,31.911177892105112,1.0375750652811657
506800,-50822.851561767544,296.7914429810036,31.911177892105112,1.0375750652811657
506900,-51185.3720370834,299.4967812137904,32.179741923114435,1.0289157247969427
507000,-50871.95125923556,295.47663538317573,32.32268647214145,1.0243654256009072
507100,-51031.16526751693,303.1639476117825,32.2424284969381,1.026915279900339
507200,-50934.78620733012,299.07333280088375,32.17241646670209,1.0291500024211238
507300,-50911.925806203246,296.36068201941566,32.212924727277,1.0278558300719285
507400,-51057.55996803895,299.8234832731522,32.57389744018631,1.0164654857589088
507500,-51121.6063615407,303.0913530245762,32.584782137861964,1.016125943224501
507600,-50972.4629966889,296.5832252946167,32.47292827057362,1.0196260161299886
507700,-51385.700440868764,309.73294207445076,32.10058750049609,1.031452850639826
507800,-51037.425408445146,298.47099680496297,32.10058750049609,1.031452850639826
507900,-51018.598389840365,303.57946548393664,32.031554226309154,1.033675801388517
508000,-50925.95652869671,304.0438957791194,31.933240408219856,1.0368582098569936
508100,-50987.63573623786,306.79332307233136,32.07364246235996,1.0323193732503688
508200,-50784.32285338413,295.83435607186885,32.07364246235996,1.0323193732503688
508300,-50906.0182764787,300.9175812800716,32.18164476152718,1.0288548870001448
508400,-50827.21699759151,287.78384063921436,32.376765819221326,1.0226544142634246
508500,-50932.09779669126,294.573013686566,32.19986794717702,1.0282726171087495
508600,-51149.11255402657,291.2386191800829,32.414998845172775,1.021448208057876
508700,-51261.219201122665,299.1412558043309,32.34101447617644,1.0237849065925269
508800,-51094.677186703324,296.57401373798217,32.44499435688568,1.02050387558699
508900,-50920.80843659937,300.5405348514166,32.572695670820146,1.0165029882454975
509000,-51221.99074561032,300.1424448086583,32.55371336419244,1.0170957185185383
509100,-51440.18897986864,292.5975057179299,32.662459066192525,1.013709421495175
509200,-51400.232124960596,291.8809871169505,32.662459066192525,1.013709421495175
509300,-51495.817796171345,302.5509356140113,32.662459066192525,1.013709421495175
509400,-51290.90243343525,296.0406675980139,32.49266461092042,1.019006686003581
509500,-51112.163874152604,298.5274999148333,32.49266461092042,1.019006686003581
509600,-51279.45900895475,304.649044223105,32.553509869948996,1.0171020764542749
509700,-51027.37148110088,299.40089732885406,32.310277918632934,1.024758826525153
509800,-50757.893842087164,301.56222986513876,32.31999377370968,1.024450769279943
509900,-50745.18010393036,298.54157650257474,32.55295974943202,1.0171192647137888
510000,-50872.81042590242,310.5642844578346,32.72496277462139,1.0117732665620403
510100,-51008.31619632445,306.76972047757755,32.38054868979791,1.0225349422516685
510200,-50817.10051295623,308.9053566816213,32.18196321634151,1.0288447060242423
510300,-50860.9023822357,307.41530859383107,32.29723258329934,1.0251727419432497
510400,-51054.56817600081,298.8811043938732,32.29723258329934,1.0251727419432497
510500,-50774.82593790603,302.0447491268011,32.43560121967601,1.02079940681089
510600,-50978.966462227756,298.4753140444463,32.48473993440287,1.0192552734440872
510700,-51231.38861438002,300.13491420804564,32.47014954341902,1.0197132735814753
510800,-51162.823350492414,300.2168461965931,32.2818262781444,1.0256619993961218
510900,-51231.14478988964,302.16157074977986,32.194713607806584,1.028437242459932
511000,-51203.09693571678,304.1278390520178,32.137807373974866,1.0302582904710689
511100,-51251.37869799118,305.91141098885186,32.093990312436034,1.0316648743976855
511200,-50889.493222687415,300.6236368687701,32.543598054606264,1.017411855598843
511300,-50902.186946396774,299.91167639165377,32.34007057749007,1.02381478745584
511400,-50772.25210977312,296.4448653531842,32.09123871264485,1.0317533324618438
511500,-50759.734513721545,300.83911785785125,32.22566927227943,1.0274493356475092
511600,-51023.62946651582,301.6351203671546,32.19815222197696,1.0283274101052402
511700,-51173.80137360268,300.9467967917379,32.19815222197696,1.0283274101052402
511800,-51123.81462191719,304.9377407061957,32.204927973784045,1.02811105528796
511900,-50873.20001754051,299.17357008568376,32.204927973784045,1.02811105528796
512000,-50757.24278519197,305.36963150867416,32.32782632925262,1.024202559967332
512100,-50851.160799161116,296.05089921699187,32.32782632925262,1.024202559967332
512200,-50765.43220021694,302.8081194453335,32.361892864555834,1.0231244081789679
512300,-50845.54628281337,300.97775219274683,32.212687810286916,1.0278633897177099
512400,-50739.56819297889,301.59242467130707,32.212687810286916,1.0278633897177099
512500,-50887.03278912465,301.1459302800298,32.150232406525085,1.0298601287211824
512600,-51066.17511821621,300.1977475649872,32.155973051408715,1.02967627294828
512700,-50956.31515636498,297.7212582307729,32.234811997628135,1.0271579212882065
512800,-50844.21596033424,302.31469697371,32.153202869149304,1.02976498544625
512900,-50897.92709977117,300.84357621724274,32.2432008624273,1.02689068079413
513000,-51175.24659266959,304.9208814909517,32.24125821396769,1.0269525545456442
513100,-51119.48069103977,295.07889428293583,32.24125821396769,1.0269525545456442
513200,-50781.97455627479,302.7299440367793,32.24125821396769,1.0269525545456442
513300,-50990.45432605172,300.13691041888154,32.0550574600949,1.0329178952749827
513400,-50769.51722608958,298.0755780901513,32.196676372546406,1.0283745471576822
513500,-51120.467473118915,302.6495096708864,32.21686005700431,1.027730276197457
513600,-50884.01859591222,308.43895746070115,32.566083839857804,1.0167093669419365
513700,-50881.26748515013,304.9585772880543,32.262216009660655,1.0262854378845292
513800,-50911.228772392766,300.42131568580555,32.262216009660655,1.0262854378845292
513900,-50754.41994703071,297.0001183104487,32.159938344553474,1.0295493147363985
514000,-50831.67482411413,305.6829398187703,32.102658303255005,1.031386316105875
514100,-51160.66481647664,305.2367758050382,31.930059600234998,1.0369614995756593
514200,-50916.361219994156,302.763416577375,32.086739644465816,1.0318980005907383
514300,-51031.87073208323,304.2254578016882,32.20859035488933,1.0279941506217969
514400,-51010.33408603894,298.91797788946366,32.1640208481196,1.0294186364617899
514500,-51076.31351311539,307.68970422631554,32.313679058260675,1.024650966697509
514600,-50927.81100981333,294.97578426410456,32.14272380388862,1.030100706045148
514700,-51113.356646734755,304.6353602886015,32.33340276044362,1.024025919261013
514800,-50859.68155515407,297.2381414871933,32.045567063530456,1.0332237971934988
514900,-50734.140768201265,294.7083416179859,32.27395924289399,1.0259120126976673
515000,-50912.92999326215,304.5142649410058,32.401224087361385,1.0218824571357794
515100,-50768.52589259771,295.438249413945,32.35736248653617,1.0232676565766743
515200,-51046.035535339266,306.7159413087869,32.20260508332939,1.0281852166593917
515300,-50688.35573746172,301.58917918314114,31.8307280940856,1.0401974590946288
515400,-50861.76835760113,300.14708370868635,31.928844323810065,1.0370009684286878
515500,-51000.5142099181,306.77841946116894,31.91881122102784,1.037326930985046
515600,-50935.236530273134,300.1313246056034,31.955252774048716,1.0361439704050508
515700,-50880.64271750354,291.1989472257884,32.13800087550353,1.030252087329968
515800,-50875.842881332646,294.92442273429623,32.311887878178,1.0247077672908438
515900,-51152.536405919076,295.0076523962458,32.21813595294251,1.0276895762362026
516000,-51159.12255820446,297.3643199283943,32.092347705091,1.0317176788953768
516100,-50992.15782437218,293.70452557697575,31.917629995364386,1.037365320965519
516200,-51016.959440209,299.81126140448947,31.917629995364386,1.037365320965519
516300,-51338.46380649753,307.9957351575473,31.865415656335955,1.0390651370027364
516400,-51112.67090707667,308.60961008285545,32.011740366755916,1.034315601253118
516500,-50872.603191451555,304.2730546696886,32.036726942815626,1.0335089019455832
516600,-51030.88226356357,304.7751819968135,32.16115380853646,1.02951040505927
516700,-50870.051633246934,298.674531193679,32.16115380853646,1.02951040505927
516800,-51099.71337147783,303.26865896639674,32.17613646182096,1.029031018807596
516900,-51252.16059562191,303.5867255165069,32.1447484414629,1.0300358251331523
517000,-51098.29152746426,300.09661581340436,32.3376637082478,1.0238909892601489
517100,-51215.00474230565,301.16074393662683,32.39106337568786,1.0222030101503798
517200,-51338.69923703623,292.93608578537317,32.11355831856808,1.0310362419556443
517300,-51388.380658512484,298.95038246689404,32.32736382188405,1.024217213226209
517400,-51013.33623906579,287.9534120495476,32.33903190137714,1.023847670690163
517500,-51146.123534546605,293.06923271013045,32.31784270693015,1.0245189564432091
517600,-51307.812114609405,310.4884374252002,32.29306935409633,1.0253049074258982
517700,-51172.19866784334,303.24180845553735,32.30085604001093,1.02505773975731
517800,-50787.0943476688,294.6242825736041,32.22623097789276,1.0274314271288358
517900,-51002.825254158124,308.1247921010117,32.27679981647594,1.0258217256005187
518000,-50900.38341542584,302.92383587101324,32.485567986526455,1.019229292784183
518100,-50771.92120240226,301.22432450702,32.485567986526455,1.019229292784183
518200,-50889.163305902584,301.99071786376055,32.506854032880334,1.018561883937129
518300,-51104.82923611053,305.96967853403294,32.42327647178547,1.0211874334604085
518400,-50996.34406448374,302.69112142936626,32.247687277884694,1.0267478160304133
518500,-50919.6050125345,299.3826379192137,32.36313258971694,1.0230852156481385
518600,-51034.13544561474,307.3171946302185,32.36313258971694,1.0230852156481385
518700,-50870.83473224537,306.02833215691277,32.508186047107344,1.0185201486364106
518800,-50868.30523616724,311.3958060528659,32.271931807860554,1.025976464059555
518900,-50739.69226382044,303.9514649382746,32.271931807860554,1.025976464059555
519000,-50789.64411603201,306.2875341825161,32.21893907643178,1.027663958954504
519100,-50850.03528232095,310.4420112969148,32.18292458924446,1.0288139722287795
519200,-50882.394506280616,311.05198190583684,32.038525624882574,1.0334508794900643
519300,-50829.23920371171,307.4814531420339,32.065937076944266,1.0325674376878404
519400,-50683.61228205085,302.2577302978767,32.18914919167361,1.0286150245053545
519500,-50974.41000551249,307.76532147654495,32.18914919167361,1.0286150245053545
519600,-51101.7612106796,309.3189120952491,32.090675583249,1.0317714377407203
519700,-51216.75286809912,311.8466190451964,32.08827334760518,1.0318486796071544
519800,-50824.493637071326,294.9202029829331,32.10134798076207,1.0314284155432478
519900,-51152.1693236213,305.20505717934446,32.06430540890671,1.0326199823247257
520000,-51210.69171582018,299.6207769193466,32.07411874830635,1.03230404378135
520100,-50738.75504842507,290.53712919404205,32.07411874830635,1.03230404378135
520200,-51094.193156022906,298.1883154420614,32.019907649468564,1.0340517795075337
520300,-51238.03550139735,303.09197090096103,32.089127959001154,1.0318211989712944
520400,-51012.383995677024,299.5923257805986,32.089127959001154,1.0318211989712944
520500,-50954.73405696616,303.3230824274812,31.94250262566423,1.036557556952266
520600,-50846.74763728268,298.87004213725174,32.27343388935251,1.025928712702723
520700,-51027.27515944258,299.06437448426794,32.4559361532981,1.0201598354215171
520800,-51290.5038374886,304.4036828315104,32.254044181711706,1.0265454557594242
520900,-51130.22945988358,296.0779095133047,31.892728597922186,1.0381752813322154
521000,-51224.612537850335,300.1192455877141,31.889680637928215,1.0382745083128855
521100,-51145.41885310682,291.48924490636756,31.608725939645424,1.047503228944484
521200,-51143.01749397505,292.9563742901463,31.686295585944514,1.0449388883213906
521300,-51120.036519433874,291.7842747209209,31.881738839288584,1.0385331443653052
521400,-51167.47300763466,302.6346173362806,31.774253272762643,1.0420462819493683
521500,-50655.77316262015,298.88383022649737,32.071445473815,1.0323900901701795
521600,-50711.62505430625,297.0393980497299,32.05067919708737,1.0330589963787342
521700,-50598.1819836496,304.2933879904158,31.970276020959773,1.0356570729290144
521800,-50877.33920660747,303.81143197445834,32.03676293873032,1.0335077407140834
521900,-50623.47649596699,293.8834567568861,32.16367693043513,1.0294296437628072
522000,-51012.89386235282,303.383251975699,32.28071132988315,1.025697424887561
522100,-50475.60138621121,301.51176062984746,32.394892030916104,1.0220821990393132
522200,-50730.7648115482,303.07060582057255,32.10990114473843,1.0311536723626862
522300,-51042.814812551376,304.91142790112207,32.10990114473843,1.0311536723626862
522400,-50956.27035717942,301.13858216967685,32.09704218931288,1.0315667808052524
522500,-50914.31416762453,300.6528780235499,31.950855737967945,1.036286563218843
522600,-50945.688151658396,299.6359113039307,31.74855055546946,1.0428898927764063
522700,-51045.76788247951,307.22950143111194,32.078590220903976,1.0321601497008308
522800,-50697.98587710914,301.40888410575224,32.44335331196023,1.020555494563929
522900,-50741.63467661401,303.7078553343337,32.34096454865808,1.0237864870970181
523000,-50739.77304425786,306.3714548494775,32.47755732140457,1.0194806880620393
523100,-50589.26077258723,304.6411351482379,32.34195007931146,1.023755290061494
523200,-50701.34848880073,305.2885281858905,32.40425546674792,1.0217868612527263
523300,-51010.86594417428,304.1593461367522,32.273880347979606,1.025914520584526
523400,-50942.34023436496,296.8297791045643,32.31442727581752,1.0246272416338904
523500,-50836.69280420171,293.27148092422016,32.623801991925696,1.014910600940827
523600,-51289.530346232765,302.93845933463774,32.595474326983336,1.0157926266834651
523700,-50886.70240358182,296.2466148027374,32.595474326983336,1.0157926266834651
523800,-51153.50416118751,294.4230970049877,32.32523953528231,1.024284520721362
523900,-51226.24596883516,301.80512859203606,32.32523953528231,1.024284520721362
524000,-50907.36106732291,295.3540544747553,32.427578491083004,1.0210519571698693
524100,-51112.45395336896,308.82131218165824,31.96750288821552,1.0357469146207723
524200,-51284.385214342976,303.7315508718209,31.96750288821552,1.0357469146207723
524300,-51184.114560403024,302.04489279362855,32.22023248907496,1.027622705572552
524400,-51207.45464775878,306.53532903215864,32.22023248907496,1.027622705572552
524500,-51248.48794940768,301.8618814224664,32.32834013358423,1.0241862819985414
524600,-51079.80543143374,294.52396080798036,32.350188846532625,1.0234945657248828
524700,-51071.08615711358,295.97521714817566,32.42856888030292,1.0210207735905048
524800,-51079.63762225896,296.38415350491675,32.23128933391264,1.0272701827587893
524900,-51284.48030386991,303.6819214350303,32.061880336036474,1.0326980868737465
525000,-51036.912850601846,295.7631534113657,32.33611726910284,1.023939955717463
525100,-51109.89693205604,294.00270044486797,32.392429346050875,1.022159904429536
525200,-51039.20043136908,294.00889194880557,32.608966387215546,1.01537233935697
525300,-51107.907527918076,295.24959120574346,32.41408357990039,1.0214770503378088
525400,-51166.60232151664,307.26281750926296,32.41408357990039,1.0214770503378088
525500,-50875.809507371334,297.0972796625373,32.32672708102375,1.0242373872743846
525600,-51070.620431751355,304.7192038825413,32.16999730986697,1.0292273936387462
525700,-51058.20608987174,301.2855888955006,32.16999730986697,1.0292273936387462
525800,-50937.14477454338,298.0839980997848,32.09593566220579,1.0316023447039884
525900,-51052.260618338405,302.52076764881195,31.783614779860972,1.0417393589095307
526000,-51154.03038086679,296.3922962573931,31.792976858266652,1.0414325979037944
526100,-51170.45806713089,305.30011930816323,31.975162660794872,1.035498797483733
526200,-51222.9924839419,301.73795642632905,32.04487494868891,1.0332461130716484
526300,-51361.14952857883,300.6374643627901,32.01589604099108,1.0341813467349983
526400,-51266.768806623855,303.53678319075254,32.01589604099108,1.0341813467349983
526500,-50967.64872044097,298.35406167932626,32.01589604099108,1.0341813467349983
526600,-51009.00987064862,291.2149662844495,32.07277030141931,1.0323474453073558
526700,-51085.67076000363,304.36537970969897,32.01822479872941,1.034106128392033
526800,-50940.91659756211,300.76065846023556,31.96899876742614,1.0356984504105442
526900,-50949.89416942493,308.41878863612965,31.961202492520513,1.0359510876459743
527000,-50738.099304696094,301.8064198494992,32.08455549230715,1.031968246919881
527100,-51026.21031839124,304.4949850718676,32.10515495949105,1.0313061103856056
527200,-51284.963126557894,308.7910113680752,31.891966107162233,1.0382001026008874
527300,-50977.804316544054,303.68012154251494,32.05907407762541,1.0327884830494238
527400,-50846.01444184228,304.2155010685848,32.0952642335976,1.0316239256862003
527500,-50893.520225987275,311.619729798229,32.21175984303357,1.0278930007532825
527600,-51129.111912001405,307.4567482359202,32.177032323973826,1.029002368870753
527700,-50735.00172004948,299.7699214111025,32.111064155940205,1.0311163256317937
527800,-50953.9902083054,301.72804419012147,32.026061394557644,1.0338530884795734
527900,-50686.588996746184,298.3340369606542,31.877944931393483,1.0386567438979668
528000,-50743.342659632,295.1901630191962,31.94883358401456,1.0363521534371882
528100,-50899.93388885888,299.60112416079454,31.84913676620348,1.039596229174242
528200,-50895.26151700355,303.90288838006796,31.91316005928717,1.0375106201670028
528300,-50892.10932997637,291.9004694404861,31.987500979222798,1.0350993816649299
528400,-50903.36283841178,297.6663520628852,31.947876274418345,1.0363832074532058
528500,-51088.154536115995,302.0342389961895,31.90657306995116,1.037724810245519
528600,-51142.12938332577,297.98669879517115,31.90657306995116,1.037724810245519
528700,-51347.25698370027,304.19465756395306,31.91491735449911,1.037453492886211
528800,-51176.71181193167,298.5789854985331,32.22276043348437,1.027542086375482
528900,-51257.13693711177,303.6650603884754,32.23404476222456,1.0271823697224034
529000,-51038.98773525996,297.7847234397089,32.205053878402225,1.0281070359209887
529100,-51212.1824565214,307.31197131845573,32.08744914092989,1.031875183944283
529200,-51103.16524617207,293.4287891066513,32.08744914092989,1.031875183944283
529300,-51183.529238469826,293.69089748962267,31.786982159882463,1.0416290013962834
529400,-51308.08344884484,300.260184093935,31.83990514036066,1.039897648521223
529500,-51204.90660262214,294.8439069594835,31.888925578564432,1.03829909236128
529600,-51352.84580828288,299.69122572590663,31.96422164288395,1.0358532378644996
529700,-51343.24670217106,304.1558066513068,32.27172301493242,1.0259831019645107
529800,-51357.04734717892,306.9565860019901,32.203980735446905,1.0281412958415859
529900,-50999.90399350296,301.5864311049206,32.15890825362353,1.0295822925166973
530000,-50876.94998066109,302.73330440624756,32.31254274175222,1.0246870000056325
530100,-51073.74778612329,305.4434225520812,32.28982396519581,1.0254079588754759
530200,-51086.118930205106,291.3517447137793,32.086630409663705,1.0319015135546257
530300,-51406.14885268534,301.12581144114404,31.99051318435149,1.035001917405817
530400,-51466.085325892884,300.71941963342647,31.99051318435149,1.035001917405817
530500,-51610.40557059834,291.84043320853925,31.809121758470862,1.0409040128805978
530600,-51720.05244614949,301.1192231047233,31.809121758470862,1.0409040128805978
530700,-51550.880396322464,300.338652255336,31.98300393965027,1.0352449240564332
530800,-51496.51232308438,291.6224320822373,32.206354444320695,1.0280655186181296
530900,-51498.40107182315,295.57404780100654,32.37144947555177,1.022822364182551
531000,-51413.29850341211,288.7214651465881,32.37144947555177,1.022822364182551
531100,-51248.760226528364,295.82501001610217,32.27960811195732,1.0257324800772547
531200,-51324.80064756596,302.0180109140524,32.0317539025271,1.0336693577677516
531300,-50940.24274710058,303.187153952932,32.0317539025271,1.0336693577677516
531400,-50774.119046979526,299.94863562766517,32.13865178478488,1.0302312214688156
531500,-50873.6678472473,313.3031406365416,32.13584412222745,1.0303212312913368
531600,-50688.43579339426,304.98149091601937,32.2083676203703,1.0280012596372368
531700,-50868.70835230258,304.3433376659659,32.2083676203703,1.0280012596372368
531800,-50722.73235418242,296.15672442946095,32.17883973883272,1.0289445720643289
531900,-50902.92177147706,304.9912321372608,32.17883973883272,1.0289445720643289
532000,-51026.901880187026,307.99786310697465,32.08124906595046,1.03207460584013
532100,-50531.31888030698,297.0384866104376,32.08124906595046,1.03207460584013
532200,-50757.872409873264,305.9722046362264,32.08124906595046,1.03207460584013
532300,-50886.404006065815,309.17765688127224,32.00892372866464,1.0344066162696048
532400,-50911.76873657154,303.24398465109323,32.00892372866464,1.0344066162696048
532500,-50677.866177068616,298.33925582053246,32.00892372866464,1.0344066162696048
532600,-50872.16802938463,294.85030316743183,32.01941842150753,1.034067578890178
532700,-51110.03233086331,299.9782047204548,31.913708602826837,1.037492787086081
532800,-50986.62416738383,304.3580706382633,31.5407694077346,1.049760139220966
532900,-51136.25909255849,301.31221115692455,31.724359320931963,1.0436851426895004
533000,-51096.06339507609,296.21749373252067,31.787906949143714,1.0415986978183776
533100,-51260.47071055061,288.0936256049207,31.89993981081787,1.0379405942757156
533200,-51452.682992324175,292.8222847974462,32.30780208032705,1.024837356694141
533300,-51488.8372413699,293.15388132560395,32.39090645238426,1.0222079623882414
533400,-51360.9110826755,295.8445738785583,32.0689286528858,1.0324711137994425
533500,-51402.88691850176,305.30511800186315,32.216342130457825,1.0277467985199016
533600,-50817.01050690566,296.3533431160086,32.498457724327984,1.0188250398053165
533700,-50890.220822923824,300.21787098412926,32.49569574011673,1.0189116352331073
533800,-50915.09364205068,293.171386094352,32.613990058703834,1.015215937240515
533900,-50723.62593763285,288.3178266175925,32.613990058703834,1.015215937240515
534000,-51078.72880697022,304.2567437137767,32.56062803017365,1.0168797252287909
534100,-50847.03004590074,305.69756826131163,32.51608394158512,1.018272758308846
534200,-51246.439370735505,307.49038549378815,32.4804579267728,1.0193896452829236
534300,-51303.03335153183,311.13140895360607,32.4804579267728,1.0193896452829236
534400,-51198.539977714725,305.2917819926559,32.388650962141064,1.0222791472019708
534500,-50995.674497962165,299.9866282626946,32.36952800338015,1.0228830794549233
534600,-50680.455208135136,297.64161829863264,32.33870364242177,1.0238580634124734
534700,-50805.66144055474,306.5541237135579,32.33611483981965,1.0239400326419834
534800,-50972.71452653702,312.39851540580804,32.17177742774768,1.0291704447775634
534900,-50532.10349403421,306.2914352555796,32.48146340646142,1.0193580895746635
535000,-50843.26074024224,308.9971317500346,32.52391738769038,1.0180275054176404
535100,-50570.434525560835,299.85923096961994,32.33553191255226,1.0239584916723408
535200,-50538.0194889404,306.98927221818184,32.33553191255226,1.0239584916723408
535300,-50575.187778155145,301.1632229441037,32.500815738924736,1.0187511215278586
535400,-50881.89896291588,302.8523593961072,32.519526797140905,1.018164953356913
535500,-51133.71882640588,308.073124291359,32.44796914248649,1.0204103171821068
535600,-51172.11736930986,298.19162116711476,32.12646510722639,1.0306220237455312
535700,-51568.49109537246,299.1662318875932,32.1109540801738,1.0311198602797993
535800,-51344.077920453514,303.72421447697536,31.89823488730385,1.0379960709919536
535900,-51473.04934805704,303.92723891512367,31.851152414871127,1.03953044000822
536000,-51161.8096043452,295.06219544540795,32.12423052581471,1.0306937144531072
536100,-51396.60445953567,298.86958038211304,32.10539869848288,1.031298280876495
536200,-51407.35929474897,298.74444918457914,32.10539869848288,1.031298280876495
536300,-51158.51760927149,298.1624885199859,32.156671472975,1.0296539090628907
536400,-50959.23049604687,298.8741241786646,32.156671472975,1.0296539090628907
536500,-51171.75969450768,301.82558572361484,32.073511785506184,1.0323235792209746
536600,-51205.04332089338,291.2114135262675,32.563971339621986,1.0167753232331709
536700,-51255.80362124393,287.9229075349016,32.51302148223508,1.0183686712319584
536800,-51072.16591818534,286.4285005746638,32.52859170738835,1.0178812160834922
536900,-51494.88951038558,299.8031741173964,32.45151140297332,1.0202989337983865
537000,-51050.91656031642,284.62366791415485,32.538860021871834,1.0175600024814622
537100,-51076.817826270366,299.3940261893571,32.511769302744064,1.018407893347265
537200,-51219.44836612878,305.10761671578945,32.511769302744064,1.018407893347265
537300,-51037.719235791345,292.86551814138664,32.20192076738277,1.0282070663976395
537400,-51280.33036920684,303.0931339752029,32.08864435592016,1.0318367493917273
537500,-50996.186481594814,285.260507517001,31.944256119947607,1.036500657904635
537600,-51512.616688819086,291.8099194709237,32.00081046352265,1.0346688726006437
537700,-51294.46538904652,286.3717393003167,32.06788859480166,1.0325045999432332
537800,-51439.58616316431,300.90270424512846,32.172619655740505,1.0291435027328293
537900,-50919.94904415318,291.57216626901084,32.463857885424844,1.0199108991129862
538000,-51216.727512699195,292.16110230272056,32.463857885424844,1.0199108991129862
538100,-51125.297442191295,298.6267639922152,32.357131102509236,1.023274973906207
538200,-51003.08983126116,305.15737604358947,32.183034403648534,1.0288104617271951
538300,-50947.458497676926,306.485778684601,32.183034403648534,1.0288104617271951
538400,-50843.84379431742,301.929604784019,32.55389094681449,1.0170901702255597
538500,-50741.07101276289,304.7285220294581,32.21113473297439,1.0279129487079217
538600,-50946.09723428039,309.66463825810564,32.33006266741314,1.0241317137307344
538700,-50489.35369891819,309.1879332717524,32.456746463748686,1.0201343662582159
538800,-50605.03196785841,307.9498292160799,32.1717799750165,1.0291703632908138
538900,-50467.56493425355,300.3846267171301,32.138317875050085,1.030241925334378
539000,-50752.18446671311,304.83369112694595,32.138317875050085,1.030241925334378
539100,-50989.2354308581,304.23160501253585,32.138317875050085,1.030241925334378
539200,-50742.23756552924,302.01133783477457,32.13516096666934,1.0303431347035066
539300,-50897.44008091395,304.3159261778638,32.28450897979876,1.0255767713647985
539400,-50889.33916622271,302.34922528393764,32.421475506182134,1.021244158930595
539500,-50575.05818116758,291.666313631696,32.421475506182134,1.021244158930595
539600,-50785.65928809123,302.0654678096863,32.269697178205234,1.02604751143938
539700,-50719.36206552421,297.76497411136097,32.22617227966487,1.027433298539549
539800,-50858.46910398393,301.03552718774944,32.17599882280483,1.0290354206854608
539900,-50759.12928098562,298.75169195215176,32.00872731676964,1.0344129635936237
540000,-50863.23638714126,292.8831622083831,32.305777316303406,1.0249015883574009
540100,-51021.85301435935,308.14488257468963,32.305777316303406,1.0249015883574009
540200,-50809.48268746426,301.71712357559136,32.023128133602846,1.03394778756346
540300,-50725.9916895002,306.608390494093,32.22263996889669,1.0275459278494852
540400,-51035.47882921732,313.53550334750844,32.027559544270495,1.0338047280446956
540500,-50662.86128852062,311.6330515536588,32.11685670430372,1.0309303550295137
540600,-50382.86950273515,301.4695936417458,32.17016736663689,1.029221952974292
540700,-50578.24909128101,309.92103812486425,32.01635726643085,1.034166448389678
540800,-50704.76765592229,314.2287172634817,32.33195129931768,1.024071890312992
540900,-50611.24756531037,313.48400119580896,32.09837614970887,1.0315239104362033
541000,-50529.88767389708,315.0092916356464,31.89432147004687,1.0381234325895567
541100,-50461.013156352215,297.6441099708622,32.21693094769188,1.0277280147621255
541200,-50555.97632459098,306.6549503333125,32.021491697561565,1.0340006267453554
541300,-50702.06222117702,307.8138060587337,32.01427035399099,1.0342338625397485
541400,-50535.78990107248,299.48907351415124,32.1166469982995,1.0309370865007472
541500,-50791.87109647545,310.0756767592942,32.03144116552553,1.033679449934816
541600,-51020.81877680122,307.59868222926565,32.02759136651034,1.0338037008684202
541700,-50977.679258516626,306.6391532093995,31.7666166250101,1.0422967883376004
541800,-51096.58215750335,306.13233780493925,31.854485615650425,1.039421665259365
541900,-51170.75880047702,298.4916697916457,31.85413611760554,1.0394330696132132
542000,-51137.34076115815,300.4085119246558,32.07793840565636,1.032181122922833
542100,-50938.296559081165,303.32621763599957,32.07793840565636,1.032181122922833
542200,-50754.45148608748,289.943335063079,32.350405540937174,1.023487709997983
542300,-51060.33603974384,293.00968905759674,32.20227114837254,1.028195878857234
542400,-51118.693242625435,300.26540570538253,32.15962699138519,1.0295592823097517
542500,-51092.036910367766,302.26594587853646,32.38885239189153,1.0222727895381967
542600,-51075.05333353456,298.30832295517575,32.0707408216984,1.0324127736456323
542700,-51404.668739016175,308.0676118244421,32.0707408216984,1.0324127736456323
542800,-51164.25798380689,291.61227863363536,32.058788127234266,1.0327976950717102
542900,-51252.39289515838,308.2242157957807,32.18813424165675,1.0286474585951535
543000,-51022.94610906649,302.2598755223866,32.521879906450906,1.0180912843858159
543100,-50928.85432698326,297.5135247305886,32.521879906450906,1.0180912843858159
