#"Step","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
926100,-51388.95427097676,308.2717151960103,32.383188028297575,1.0224516022223307
926200,-51180.387494445335,302.3837542230709,32.100691296791744,1.0314495154784722
926300,-51288.70909404434,304.06439462948197,32.324430426355015,1.0243101594639126
926400,-50895.55944243071,299.3443827893164,32.438108563167766,1.0207205028654251
926500,-51019.648404302534,299.2452020525184,32.08540703320199,1.0319408586694059
926600,-51025.039037084614,303.0540746777814,32.164511109174086,1.0294029457564497
926700,-50884.82212909496,297.85396483649424,32.344916420567614,1.0236614018129162
926800,-51192.330096270714,313.88354629982814,32.344916420567614,1.0236614018129162
926900,-51145.826882201785,305.61059897415544,32.344916420567614,1.0236614018129162
927000,-50982.959591560124,304.9296924216545,32.05710947420765,1.032851776958853
927100,-50988.156417435835,300.39815100665817,32.189547496628585,1.0286022966948418
927200,-51070.85481121637,300.87500682894773,32.37321175171739,1.0227666855712383
927300,-50972.20519035316,307.73280606877415,32.37321175171739,1.0227666855712383
927400,-50965.19345814479,301.0212100366985,32.33806092577222,1.023878412518304
927500,-50805.79938736225,297.64234061341244,32.41497996444026,1.0214488030201563
927600,-50934.658009164166,306.50106567504423,32.38137155512881,1.022508957912118
927700,-51062.18289884511,307.5422750558008,32.38639964828159,1.0223502100937198
927800,-50610.79896454821,302.5994778702672,32.3487585092195,1.0235398207063595
927900,-50802.45571346727,300.2060607223031,32.57215779828578,1.0165197740243785
928000,-50796.53249816801,305.50825212533204,32.50663773153585,1.0185686615161194
928100,-50941.67628532941,298.0497598444091,32.737656042128016,1.0113809749235676
928200,-50844.34860430204,299.32679737087517,32.55858665050285,1.0169434822223304
928300,-50685.84527918966,301.1448774833247,32.797361498911826,1.0095398218450715
928400,-51056.31353132657,307.58781116758377,32.459035269587076,1.020062432835856
928500,-50759.322109438224,300.54232435035465,32.44599845511141,1.0204722943079536
928600,-50607.16641970521,299.61133247380485,32.30641173418628,1.0248814618295405
928700,-50833.802426921764,310.5910728937569,32.334886467169774,1.023978931183733
928800,-50906.21687706137,302.501000432612,32.334886467169774,1.023978931183733
928900,-51012.41047087156,304.2909745575923,32.151241510756954,1.029827805359306
929000,-51339.258347863266,299.35429994977045,32.1590661194577,1.029577238393955
929100,-51235.28030284009,301.6114965336168,32.173066424312815,1.0291292116184123
929200,-51423.15594384841,297.71277104563717,31.917470567111412,1.0373705026211415
929300,-51010.525843931224,301.58529081706394,31.901664762758156,1.0378844718866391
929400,-51261.41092329777,309.7342692750089,32.20458075368995,1.0281221400718323
929500,-51181.43853092343,301.2829577906166,32.204181908067156,1.0281348732633302
929600,-51011.53146749945,305.782268799771,32.29727756575133,1.0251713141206245
929700,-50869.12950229985,305.6593434698511,32.32958988700867,1.0241466903947607
929800,-50998.54189355448,305.8109863642744,32.18898232914688,1.0286203566808254
929900,-50997.456850992035,300.5586457006581,32.18419220554382,1.0287734510514301
930000,-51163.33644937359,304.4129441518814,32.22931219508169,1.0273332016577317
930100,-51203.48312423959,304.158123931145,31.867836544528803,1.0389862028548769
930200,-51150.53516676351,300.31920406179574,31.720771078248486,1.043803203992861
930300,-51020.716335158904,294.72924579333363,31.912188282497855,1.037542214012289
930400,-51088.95539532675,306.4480918058813,31.840834239395342,1.039867304846992
930500,-51389.862914341924,304.71389799253905,31.882846754799818,1.038497055775462
930600,-50981.991473789705,292.66300557813054,32.235416055140874,1.027138673438014
930700,-51225.39882120814,300.7260179185356,32.235416055140874,1.027138673438014
930800,-51252.58400205375,298.03990932179863,31.88655756972987,1.0383762001336776
930900,-51148.596170972785,306.35774454832506,31.91378863273882,1.037490185375034
931000,-51300.31588549336,314.79772906415286,31.866094816636807,1.039042991465446
931100,-51085.110646808025,294.11876472012784,31.82684267461092,1.0403244463520958
931200,-51223.86138666987,290.37127125662835,31.70063225605608,1.0444663127586196
931300,-51419.39557318841,294.5836090166675,31.78166414799606,1.0418032967190476
931400,-51314.137006177305,298.1911177284247,32.09936638827339,1.031492088787639
931500,-51180.34296560507,293.3825525759452,32.334794114794626,1.0239818558006661
931600,-51131.34959198287,296.89104192169884,32.37917415795109,1.0225783499938104
931700,-51287.978211704736,300.9816104081597,32.37917415795109,1.0225783499938104
931800,-51104.05175580803,298.3821518197179,32.284323771452016,1.025582654882125
931900,-51096.092945005366,298.23355190417357,32.24055992105193,1.0269747971399232
932000,-51151.280626065956,308.7788076089309,32.24055992105193,1.0269747971399232
932100,-50794.4618048485,302.6049369681239,32.139987229564575,1.0301884144540907
932200,-51029.787369096746,301.7341434617023,31.908558372299,1.0376602445738845
932300,-51057.38104637086,309.31003021792577,32.15900919744536,1.0295790607637894
932400,-50971.03851957314,300.4997780445204,32.186050857272654,1.0287140423478942
932500,-51063.29894028514,305.7496719547929,32.38943290815794,1.0222544673284588
932600,-51092.63148895416,295.39894663040974,32.280476280349056,1.025704893479404
932700,-51229.95962196598,309.1351952437245,32.3383977103254,1.0238677494534
932800,-51101.217378836474,312.387638730307,32.618919850607114,1.0150625047133066
932900,-50705.46551176469,304.3808955619237,32.88594836857548,1.0068203633208495
933000,-50664.56231649373,295.7227544276932,32.88594836857548,1.0068203633208495
933100,-50825.101173303185,295.8969377034302,32.602944396931946,1.0155598856806214
933200,-50851.368850691855,298.54475740435186,32.589278381159616,1.0159857514286483
933300,-51172.83167849314,299.9027339133336,32.44533387643542,1.020493196670334
933400,-51052.53039991051,296.6086731503653,32.424821202087294,1.021138783718827
933500,-51261.60013992925,302.468163560969,32.217176136365715,1.0277201932426994
933600,-51092.12669216492,303.8814052602339,32.28817212180116,1.0254604181276532
933700,-50859.56737220151,302.9383247374773,32.585180849757016,1.0161135099192415
933800,-50947.69317962868,309.7000498215465,32.298943850271584,1.0251184261036277
933900,-51072.589335986784,305.8739259182842,32.71628499658942,1.0120416327236268
934000,-50665.46549247894,297.4152671640835,32.70521519737987,1.012384180467109
934100,-50747.75505282632,293.72098580104443,32.799936024078995,1.0094605812734836
934200,-50906.21711495103,297.35085350149154,32.91336756553282,1.0059816097114658
934300,-51323.66960428219,302.1296926301643,32.87209375791553,1.007244708184339
934400,-51065.23013994866,301.91603494955757,32.55214023881852,1.0171448710188278
934500,-50995.73330180707,297.4945783217031,32.55214023881852,1.0171448710188278
934600,-51123.5563242531,296.9578305036131,32.52850858547754,1.0178838171320905
934700,-51143.44594817101,300.7210871079085,32.62085324388844,1.0150023433492839
934800,-51032.46541669458,297.9533474160216,32.66763182654209,1.0135489055468705
934900,-51143.97506490335,296.78338402424475,32.36837255984226,1.022919592988064
935000,-51146.66891820883,303.158984883399,32.36837255984226,1.022919592988064
935100,-51334.137618074725,304.9881104493934,32.29212291237361,1.0253349578300026
935200,-51036.53592156983,299.4911190909267,32.253193860622524,1.0265725195365438
935300,-51182.00045528277,295.496547798269,32.201424753645576,1.0282229043561617
935400,-51336.552925152246,296.30205724615314,32.151527194368924,1.0298186547853578
935500,-51168.503949458325,297.7652857123774,31.95551509652479,1.0361354647104608
935600,-51551.60936741946,301.76557737598216,32.08319578042571,1.0320119825719094
935700,-51305.78841825417,293.3251497410418,31.978308603800123,1.0353969277995279
935800,-51374.31616613811,301.8271440076151,31.924327787339557,1.0371476795113788
935900,-50941.74008510227,291.78534047697764,31.922563459038535,1.0372050016310654
936000,-51168.656311797684,305.04346247315635,31.990887055805143,1.0349898215339293
936100,-50790.832673580255,293.38940743221247,32.24530046584576,1.0268238163781493
936200,-51153.50890755382,306.85072174498646,32.34433927086755,1.0236796679418383
936300,-50991.72278193093,299.4345068997751,32.13187215367473,1.0304485940391506
936400,-51161.455915626735,308.09599360426535,32.221218988158256,1.027591243421558
936500,-51181.206013683026,298.7543651765541,32.11374318853263,1.0310303065642954
936600,-51003.725622652644,294.0713792742146,32.11374318853263,1.0310303065642954
936700,-51066.3328978868,301.1663845737087,31.988161043640662,1.0350780227543672
936800,-51187.47271272007,305.52524105327296,31.93446417604917,1.0368184761788652
936900,-50836.554462730666,298.09308110062386,32.03502206162117,1.033563904557657
937000,-51239.76526438042,305.50588757021404,32.112891052801636,1.0310576656009678
937100,-50910.65640675622,301.11733227878244,31.999805475412707,1.0347013674830103
937200,-51023.944580216536,306.7110010448342,32.00948504477384,1.0343884769869403
937300,-51158.54659664516,309.795626620958,32.06981245986266,1.0324426600884977
937400,-50865.17028560846,306.263761926451,31.892127060425853,1.0381948630101103
937500,-50842.491228363746,307.05560772070424,32.223897299971895,1.0275058344550003
937600,-50648.508801553704,294.73559194106554,32.223897299971895,1.0275058344550003
937700,-51014.49516745042,299.3233834368034,32.223897299971895,1.0275058344550003
937800,-50959.50130395397,305.77863122531494,32.20831971790408,1.0280027885526237
937900,-51061.513870310206,297.1644740245171,32.20831971790408,1.0280027885526237
938000,-51307.77642933335,298.908552478606,32.44019247907979,1.0206549331035002
938100,-51293.21583502788,293.4915993916037,32.3064165335062,1.024881309576999
938200,-51004.070950212474,291.0612227202985,32.3064165335062,1.024881309576999
938300,-51067.90082589588,291.3259430043038,32.35525464732202,1.0233343191239672
938400,-51350.6841168988,298.5851461291151,32.32028784682175,1.0244414480935937
938500,-51086.39378771648,296.4799215085528,32.12061061239375,1.0308098710870788
938600,-51145.19485388375,299.90124724400545,32.104991247872334,1.031311369281066
938700,-51176.95562942793,309.77281539647237,32.23763263453259,1.0270680499390186
938800,-51053.56590083981,302.3002630462405,32.39093960479723,1.022206916149357
938900,-50981.28852378005,293.92586463993814,32.39093960479723,1.022206916149357
939000,-51081.56560219561,296.9677268633017,32.33244078711837,1.0240563866675778
939100,-51481.98990134734,303.073095045886,32.333274674871,1.0240299758543387
939200,-51070.922742811395,296.0123726658232,32.304976922055374,1.0249269815139446
939300,-51021.24220175039,298.9874691951014,32.41463099606081,1.021459799700437
939400,-50902.58978229996,301.20525292996473,32.36483119059481,1.0230315211476109
939500,-50871.30599238206,298.091578162153,32.262759835302724,1.026268138672061
939600,-51034.09864386445,299.36277449296284,31.96010780933381,1.0359865705750264
939700,-51010.374328123406,303.5504253293939,31.96010780933381,1.0359865705750264
939800,-50878.15955775562,288.7756193958384,31.96010780933381,1.0359865705750264
939900,-51280.11522432284,297.03434636508456,31.919078673758825,1.0373182391326448
940000,-51330.559881461515,297.22889243111376,31.82564453401943,1.0403636114645622
940100,-51256.267402261285,303.2900630339117,31.757450525321904,1.042597624711697
940200,-51173.17153969572,291.1179065306596,31.703886918416714,1.0443590897798145
940300,-51393.31843369888,298.9498374212012,31.703886918416714,1.0443590897798145
940400,-51374.574962975574,296.0993239477329,31.656493877749554,1.0459226031936562
940500,-51500.391570508626,297.29232033896335,31.58962165950217,1.048136721657769
940600,-51354.14843530072,303.20812197703543,31.69611715843306,1.044615096514765
940700,-51396.52917999163,296.2324137076304,31.386250914238218,1.0549282415116217
940800,-51268.724083700414,296.067776559126,31.408837423590537,1.0541696286960123
940900,-51440.241395237565,306.0131502110928,31.57033921747307,1.0487768996246485
941000,-51506.663423908794,302.1863347401115,31.725760956952264,1.0436390329463225
941100,-51103.2023328402,295.0483474710683,31.882133103450563,1.038520301548342
941200,-51136.902515747104,303.25156770159316,31.882133103450563,1.038520301548342
941300,-50976.78037309177,294.22093772937797,32.18491990106548,1.0287501906600596
941400,-50849.09191185807,292.4992865238492,32.15420375942112,1.029732931106982
941500,-51031.93515931065,296.7017802173811,32.19156999522845,1.0285376727356752
941600,-51110.97389938965,300.8781166165579,32.10622109542648,1.0312718642966177
941700,-51020.51383986648,303.3707296979536,32.174020206361604,1.029098703619672
941800,-51117.65503268301,307.18479281334027,32.06482215272079,1.0326033410352273
941900,-51170.797574641074,296.6425676143407,32.360446177189516,1.0231701473862516
942000,-51373.68492999429,300.80784803187794,32.17754516292365,1.0289859688473346
942100,-51230.79012047964,295.7368724008389,31.99595837364506,1.0348257769916538
942200,-51252.932486221165,294.98906391475117,31.99595837364506,1.0348257769916538
942300,-51127.70088797834,297.97642975066515,32.19296848389518,1.0284929922247943
942400,-51323.97232385483,309.2270365462571,32.21292183028398,1.0278559225097141
942500,-51207.524190362805,302.5074264557962,32.21292183028398,1.0278559225097141
942600,-51081.61787951467,307.60442141470253,32.25983309182153,1.0263612458985079
942700,-50991.43910770032,300.14007716774546,32.16719026381417,1.0293172084055646
942800,-50829.52621562617,295.93054124395843,32.25020404938586,1.0266676897267686
942900,-50889.97228302318,296.26574137763276,32.25020404938586,1.0266676897267686
943000,-50889.484817355326,294.09458578718323,32.39261344326943,1.0221540951793606
943100,-50926.35350755427,301.8892188587009,32.035063955119966,1.0335625529259496
943200,-50868.535155655736,292.14543828008357,32.30535190362207,1.0249150847630155
943300,-50684.109109800665,297.2914116336738,32.30535190362207,1.0249150847630155
943400,-50764.644770582105,303.2693535234766,32.30535190362207,1.0249150847630155
943500,-51064.721926887745,305.3747884396376,32.30161304300506,1.0250337170629285
943600,-50934.50420079012,303.6984103732704,32.30131716405464,1.0250431063364005
943700,-51249.07852982593,306.1076314078473,31.923064744884588,1.037188714467194
943800,-51226.076074029,313.40032452178406,31.836065047306832,1.0400230818538552
943900,-51266.98508639485,303.7180310300109,32.02842202667339,1.0337768890713854
944000,-51114.76896179026,304.17390544617274,32.02842202667339,1.0337768890713854
944100,-51227.63884178961,301.12031740981564,31.99839652090402,1.034746927489616
944200,-51255.51709783904,299.55552589361423,31.877654835596974,1.03866619597206
944300,-50957.12850135155,293.77902286443765,31.881331555076617,1.0385464116327836
944400,-50840.623690100256,296.10493424255884,32.54821761225713,1.01726745467411
944500,-51087.08454194634,308.21662206185135,32.22346475754422,1.0275196268845677
944600,-50979.98619390375,304.3343602934989,32.22346475754422,1.0275196268845677
944700,-50961.48328167277,302.94599150188566,32.378764994433816,1.0225912720973696
944800,-51042.69162271355,307.41051639068115,32.38158668271243,1.0225021648576729
944900,-51003.90211551546,296.65585322095643,32.23263377301604,1.0272273348111725
945000,-51031.613461796405,302.3395043898776,32.23263377301604,1.0272273348111725
945100,-50887.56878494025,298.1830314722921,32.2224332072838,1.0275525213010719
945200,-50809.671355899816,302.08765936094426,32.26903326089198,1.0260686217931223
945300,-50834.81051430852,311.9414396550403,32.23235164183521,1.0272363261768716
945400,-50749.4500649336,315.66232398586976,32.382838188145435,1.022462648030669
945500,-50685.819045478136,304.63536391251364,32.25448531694023,1.0265314159953491
945600,-50728.62597844202,305.93499897364256,32.25448531694023,1.0265314159953491
945700,-50936.32796650558,306.74103017949636,32.25448531694023,1.0265314159953491
945800,-50791.07725382339,299.20182508077363,32.262089616511794,1.0262894585617286
945900,-51028.33653818666,307.2847437223333,32.06912181653951,1.0324648948610557
946000,-50762.785639598806,299.686216129571,32.06912181653951,1.0324648948610557
946100,-50899.80539994628,301.515733174875,32.11492264356664,1.0309924408686875
946200,-50786.26667780373,302.6837030961336,31.94741784068296,1.0363980791723366
946300,-50629.77833015181,307.6336956330738,32.264397761313454,1.0262160394111124
946400,-50774.03736594294,306.04742158054086,31.906679622910445,1.0377213447439138
946500,-51073.84179112159,314.53709215171784,31.906679622910445,1.0377213447439138
946600,-50773.35132363294,298.2229134542768,31.906679622910445,1.0377213447439138
946700,-50895.984938179274,304.6393133753248,31.906679622910445,1.0377213447439138
946800,-50993.00899364915,302.2944437691889,31.786201331428266,1.0416545890264168
946900,-51003.69322600369,296.60354267163433,31.68341177938139,1.0450339980793042
947000,-51057.765345978914,295.947667090619,31.746831449315696,1.0429463657644344
947100,-51134.826378833175,299.992513612583,31.769108403382578,1.042215036827237
947200,-51420.3468916457,306.77302874240667,31.87140412823293,1.0388699020407925
947300,-51176.27258225605,301.1429790276849,31.87140412823293,1.0388699020407925
947400,-50934.200790071074,297.21116687869863,32.269768849425944,1.0260452325858187
947500,-51111.37336302215,299.23202407533586,32.16703369412858,1.02932221849985
947600,-51023.511561482366,304.1338394487457,32.12532400900321,1.0306586316552206
947700,-50828.95273464811,306.5105964311241,32.25977628136219,1.0263630533522645
947800,-50886.71040139419,300.9083425816092,32.324298254115,1.0243143478106227
947900,-50934.856905180204,296.8702083723892,32.51373526562032,1.0183463146915106
948000,-50953.414014525915,296.8616455509815,32.23514507080029,1.027147308066321
948100,-51025.49549280731,297.916793485206,32.53577526968826,1.0176564784502553
948200,-51102.044303524126,301.6348368038208,32.528267630572145,1.0178913571616317
948300,-51076.231539648266,300.768016691019,32.366225005713986,1.0229874654444415
948400,-50745.3354195219,294.85597978578807,32.366225005713986,1.0229874654444415
948500,-50710.69815207386,300.67863229649737,32.19353071121799,1.0284750306390729
948600,-50827.49325966844,297.1649325480756,32.19353071121799,1.0284750306390729
948700,-50814.43846387912,299.77580995594474,32.04518325336219,1.0332361722764034
948800,-50811.284667671134,300.59636983565014,32.04661647835917,1.0331899627206804
948900,-51084.68175640288,308.29512051931476,31.987613715504526,1.035095733588629
949000,-50561.19109801602,302.45605042505446,32.25158885816283,1.0266236069861006
949100,-50762.58013704979,297.6716354240239,32.16775840175532,1.029299028893263
949200,-50988.8475084087,299.3445475022874,31.92530742938052,1.037115854180588
949300,-51043.394270360724,305.8133039929327,31.85316624161907,1.0394647186231143
949400,-50917.457485486964,299.6804001841846,31.932789714640407,1.036872843884968
949500,-50957.92706018845,300.164006071747,32.00036717374725,1.0346832055028148
949600,-51044.16447586616,298.2442147607603,32.16230699799305,1.029473491645545
949700,-51103.85810616529,309.9933849853849,31.987658280013093,1.035094291515806
949800,-50966.82465967468,302.6315767154988,32.055760222073715,1.0328952505016562
949900,-51257.874961024536,304.45414244544435,32.055760222073715,1.0328952505016562
950000,-50983.608851061086,297.01305251905893,32.32903656784808,1.0241642189092854
950100,-50785.22800610586,300.4240252358387,32.393418645978855,1.0221286875107263
950200,-51017.832301072514,295.7103681503771,32.385723845744856,1.0223715437797816
950300,-50872.01457020542,294.79652550707584,32.28962915346967,1.025414145428239
950400,-50519.465764891946,295.70381450701467,32.23848637449454,1.0270408511112668
950500,-50866.92602462482,309.1119971906377,32.26084450582728,1.0263290683112511
950600,-50674.526926228995,311.0748941999386,32.31605868384737,1.0245755154897476
950700,-50660.383251890955,309.6693175875079,31.80881115688955,1.0409141769332813
950800,-50630.41008035191,297.45863263156593,31.882038194665668,1.03852339309159
950900,-50802.63385733356,308.26552071618386,32.02909251427504,1.033755248290065
951000,-50669.91218689699,309.47064903270046,32.0235735034457,1.0339334078702127
951100,-51111.48173900562,305.09956290143583,32.20435170702935,1.0281294523737539
951200,-50992.48701761381,304.9072242825496,32.20435170702935,1.0281294523737539
951300,-50550.4522886822,290.84264837967294,32.181212996755086,1.0288686908084679
951400,-50614.078759521755,298.1133903438654,32.24246131486127,1.026914234656726
951500,-50763.03679992172,300.72360359797574,32.24246131486127,1.026914234656726
951600,-50470.401430112215,291.5393947584294,32.31644547818697,1.0245632523833317
951700,-51202.35667739673,301.8121252838692,32.28359860627164,1.0256056918688001
951800,-50870.85760698699,298.1319005215571,32.28359860627164,1.0256056918688001
951900,-50853.20503939597,296.3822467232942,32.2913626868683,1.0253590969719146
952000,-51250.83217114174,299.6119145366733,32.18770215458263,1.0286612671381974
952100,-51132.859124039525,297.84804277246786,32.19436174835874,1.028448482482738
952200,-50950.123641857565,303.3040697450338,32.22219985931391,1.0275599626705578
952300,-51398.16960453298,301.6043480938838,32.01329196324048,1.0342654708119037
952400,-50895.324928051545,290.4891285600769,32.01329196324048,1.0342654708119037
952500,-51212.004821216105,294.6462958481075,32.01329196324048,1.0342654708119037
952600,-51282.66864234755,296.81805403339996,32.11755082049862,1.030908074829531
952700,-51157.76215425471,295.3705187329647,32.079521345667445,1.0321301907165648
952800,-51333.71510342209,298.2906620280685,32.11373203001235,1.0310306648151701
952900,-51287.604782218,297.059995046739,32.107327882880334,1.0312363148181596
953000,-51073.65722644314,291.9365180339581,32.00343652737984,1.0345839721391517
953100,-51228.47871436324,297.3915164815428,32.03054190667613,1.0337084705300814
953200,-51125.650093543,300.9289425346657,32.21443575671135,1.02780761813287
953300,-51238.58608171493,300.2737532206814,32.210987304375344,1.0279176534307088
953400,-51302.27225006705,296.5660095970435,32.185615317470656,1.0287279630359374
953500,-51315.517300228916,298.4405395692846,32.020994737400905,1.0340166742517434
953600,-51189.39359304432,290.7417392898865,32.04811283306667,1.0331417221683425
953700,-51204.05627155949,287.63926549782474,32.04811283306667,1.0331417221683425
953800,-51075.00547567506,290.57529473329686,31.997996807740524,1.0347598533602662
953900,-51466.57098198316,297.23094846563305,31.997996807740524,1.0347598533602662
954000,-51549.37851451696,291.87203562825107,31.997996807740524,1.0347598533602662
954100,-51413.716095825555,296.5067438652798,31.849265771116464,1.0395920183072775
954200,-51284.94246682662,289.306833874793,32.04440526587053,1.0332612576169269
954300,-51304.61559758885,293.20245731465536,32.098803979147995,1.0315101617527218
954400,-51445.21446519879,295.79371467827383,31.783303071043843,1.0417495755740038
954500,-51129.812988478996,293.84849954740514,31.783303071043843,1.0417495755740038
954600,-51161.07689271543,300.9919684679618,31.71793835451349,1.0438964258812944
954700,-51257.09396836224,295.7708279001604,31.807079853366673,1.040970835337317
954800,-51417.345488642364,306.2041608607226,31.82101034243842,1.040515122816262
954900,-51238.97503908682,299.2190096178083,31.771925585527768,1.04212262475151
955000,-51097.86762946225,292.7703920174772,31.739078600197384,1.04320112444581
955100,-51110.84067267333,297.2030989092855,31.817069234636005,1.0406440090514717
955200,-51071.01619192269,299.5869575050183,31.976238558044532,1.0354639562904446
955300,-51198.63906044123,308.405889151997,32.315507946826315,1.024592976817237
955400,-50866.92648618052,306.3589297234172,32.15346557046565,1.0297565720260353
955500,-50372.79988096442,294.3183538534214,32.442823157406735,1.0205721716619702
955600,-50496.86888517172,305.2232899931164,32.69080034043711,1.0128305865807732
955700,-50576.281656617575,315.80721850353046,32.92157906455293,1.0057306917045805
955800,-50506.47420330897,307.65290109992895,32.589574625238974,1.0159765159670926
955900,-50600.72480221474,303.4249196340174,32.67267497749334,1.0133924604400448
956000,-50725.367358284675,308.3970463426098,32.67267497749334,1.0133924604400448
956100,-50883.06783025174,306.7901141798949,32.67896383718208,1.013197439477168
956200,-50944.52924679403,303.3748130630634,32.723425095691574,1.0118208099481374
956300,-51053.90760309496,304.0984034796296,32.421924484148036,1.021230016768078
956400,-51081.291789902876,304.680258687399,32.38296891781356,1.022458520360875
956500,-50928.11809097718,300.4993439093929,32.39018952350902,1.0222305880787828
956600,-50990.66936619361,302.22713868560356,32.147618330812094,1.0299438715453806
956700,-50982.25962626779,294.62511811874487,32.107136207334555,1.0312424711686417
956800,-50951.701352542485,303.3552748436308,31.975700952289092,1.0354813654907398
956900,-50897.42164543767,306.9747201895486,32.031012021657425,1.033693298925826
957000,-50992.22997583599,309.00970801613084,32.031012021657425,1.033693298925826
957100,-51078.503152807214,304.799179808757,32.031012021657425,1.033693298925826
957200,-51267.80310984691,305.96897980115165,32.18505374355431,1.0287459125722551
957300,-50699.055946793196,292.6043238998131,31.811890437896437,1.0408134200398456
957400,-51021.06628292789,301.11817198413144,31.991932603348474,1.034955996410618
957500,-50980.0850962939,296.84503162273757,31.991932603348474,1.034955996410618
957600,-51154.696454124,308.9497092236506,31.889033554967657,1.038295576676138
957700,-50996.115109162776,300.29077319883805,31.889033554967657,1.038295576676138
957800,-51023.01725561865,297.0853708440863,31.99451840993047,1.0348723509563154
957900,-51118.87680071379,305.0675813577169,32.25836718601578,1.0264078864770738
958000,-51197.73142486251,308.0532579602504,32.252018742445806,1.0266099232115529
958100,-50988.84999948256,304.5610046109431,32.252018742445806,1.0266099232115529
958200,-50637.78943621417,301.95778313978514,31.958434282668506,1.0360408207656153
958300,-50529.03786007007,305.77152776176285,31.94209155948272,1.03657089652197
958400,-51060.542260369155,310.851912531054,32.09569313861816,1.0316101397654804
958500,-50681.520904063735,308.7792684815424,32.32889463920281,1.0241687151421985
958600,-50893.40296021218,309.86220320864675,32.297956453517116,1.0251497655045692
958700,-50860.2609304041,305.3735539743986,32.20449359115508,1.0281249227186586
958800,-50761.482075746026,313.8590340208231,32.20449359115508,1.0281249227186586
958900,-50672.738619811076,310.9294215678037,32.26609606968153,1.0261620250895962
959000,-50811.044349601536,311.2246776128116,32.08863508533833,1.0318370474949963
959100,-50909.22907753998,298.820076270316,31.988158868441108,1.0350780931398267
959200,-50812.34306481522,296.1339457370996,31.988158868441108,1.0350780931398267
959300,-50853.24881364162,301.13690733846676,32.081649443693,1.032061725589021
959400,-51017.47049329729,304.33953589314456,32.081649443693,1.032061725589021
959500,-50745.31575911649,300.8173588482364,31.962578725594675,1.0359064820413306
959600,-50907.449530313796,309.33594060032107,32.03523755247164,1.0335569521021164
959700,-50915.13798686947,307.4477785780801,31.905753199456562,1.037751476281206
959800,-50905.91615973039,305.1145417286689,31.93650891433034,1.0367520937688606
959900,-51201.4893260471,309.4614255928125,32.1230779824867,1.0307306946940562
960000,-51202.42567181802,305.6202890384656,32.11072201413341,1.0311273122425124
960100,-51202.046209542175,304.0400739570574,31.89615090181994,1.038063890107525
960200,-51026.47005001057,297.6839426316328,31.89615090181994,1.038063890107525
960300,-50940.484629385384,294.07799347076235,31.89615090181994,1.038063890107525
960400,-51189.237445326566,301.23474196710737,31.958130088530755,1.036050682342099
960500,-50797.91879504358,299.12732974540324,32.1143741313433,1.031010050178266
960600,-51058.00691253241,305.85989341059894,32.20452919908864,1.0281237859405454
960700,-51149.822037424885,303.40178591833734,32.44886813523467,1.0203820468131224
960800,-51155.023044387075,302.21461467898513,32.36272577524666,1.0230980763037256
960900,-51134.85470776743,305.5574568777916,32.36272577524666,1.0230980763037256
961000,-50903.8248924658,296.5381294672575,32.47234499324359,1.0196443309372634
961100,-51170.85354758079,307.359513358024,32.360753933237945,1.0231604168712556
961200,-50760.300960758104,302.6555523223357,32.14362375931083,1.0300718653418481
961300,-50805.85330031961,299.23864041240137,32.430146884049904,1.0209710922057045
961400,-50774.89910982674,294.0911931188334,32.47925787979293,1.0194273097969855
961500,-50947.743177659555,294.0356691487042,32.2107831303186,1.0279241690784795
961600,-51221.83377052168,304.30449305816273,31.975749226994207,1.0354798021948426
961700,-50944.80624240083,296.8681761899032,32.01415548364488,1.0342375734857332
961800,-50977.28593683601,295.46818143415777,32.18237961083235,1.0288313942283867
961900,-51005.45252275962,305.17343328989415,32.26511574461099,1.0261932034175338
962000,-50894.40240320261,300.94066817476215,32.29213590635617,1.0253345452470568
962100,-50940.36828514351,299.80412419885096,32.52943041325108,1.0178549720659167
962200,-51042.29281112763,304.5172956029041,32.43572772048565,1.0207954256468923
962300,-50999.514836878676,301.75309330539255,32.43572772048565,1.0207954256468923
962400,-51003.290189046704,306.08006461610984,32.17571837067557,1.029044390032205
962500,-51121.55355627389,302.86114958027764,32.34095728873943,1.0237867169172594
962600,-51054.046982663414,301.1535412073097,32.070773023117496,1.0324117370271393
962700,-51309.86260452148,293.0862245024198,32.070773023117496,1.0324117370271393
962800,-51484.597984119806,294.2776887322739,32.070773023117496,1.0324117370271393
962900,-51497.25172039679,297.3419864467327,31.920726635988483,1.037264685800425
963000,-51171.288263682465,294.0231580108023,32.24021477560701,1.0269857913493528
963100,-51078.44687249329,295.4771942241641,32.24021477560701,1.0269857913493528
963200,-50838.53881255177,297.3063486748625,32.20107732923471,1.028233998076199
963300,-51136.81313469111,301.2790790040548,32.27335838182559,1.02593111299026
963400,-50874.18556977096,301.3237309383709,32.27335838182559,1.02593111299026
963500,-50780.830384641915,302.7703276182514,32.247939005361225,1.026739801234903
963600,-50997.46581154537,308.81774017608416,32.34191876710158,1.0237562812222452
963700,-51030.15757397774,307.1138091363185,32.27702732086153,1.0258144951037607
963800,-51220.43211364546,310.8684054066933,32.230088094889624,1.02730846987197
963900,-50876.04342478962,309.49307374023505,32.122243179795994,1.030757481638931
964000,-50936.410498010584,301.044823697735,32.286003318765445,1.0255293031378503
