#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654  133.758199290   46.016082369  -16.090761797
   -3.033261872   -3.141592654  138.279366340   36.844439643  -16.917127785
   -2.924931091   -3.141592654  141.756319320   26.779814168  -17.478336209
   -2.816600310   -3.141592654  144.130615106   16.640451955  -17.831207449
   -2.708269529   -3.141592654  145.461772802    7.406279796  -17.994740827
   -2.599938748   -3.141592654  145.853635291   -0.378363303  -18.014592936
   -2.491607967   -3.141592654  145.504834988   -6.216779180  -18.007126096
   -2.383277185   -3.141592654  144.643814320   -9.952868357  -18.004231269
   -2.274946404   -3.141592654  143.489182242  -11.683905389  -18.109126264
   -2.166615623   -3.141592654  142.236231675  -11.732219608  -18.424246265
   -2.058284842   -3.141592654  141.049293750  -10.696496014  -18.979302887
   -1.949954061   -3.141592654  139.985749471   -9.276647633  -19.887531313
   -1.841623280   -3.141592654  139.054699837   -8.120146619  -21.148942519
   -1.733292499   -3.141592654  138.199480277   -7.842016290  -22.786935433
   -1.624961717   -3.141592654  137.291705077   -8.969939508  -24.721074360
   -1.516630936   -3.141592654  136.176568001  -11.746377364  -26.822763867
   -1.408300155   -3.141592654  134.640730358  -16.184293586  -28.986832032
   -1.299969374   -3.141592654  132.556432779  -22.125982582  -31.080092201
   -1.191638593   -3.141592654  129.763072394  -29.031851581  -32.891396175
   -1.083307812   -3.141592654  126.197323573  -36.257247839  -34.248454128
   -0.974977030   -3.141592654  121.865776982  -42.997612687  -35.028914756
   -0.866646249   -3.141592654  116.897892738  -48.376754000  -35.060261156
   -0.758315468   -3.141592654  111.439841860  -51.840772912  -34.267548029
   -0.649984687   -3.141592654  105.754112814  -52.796259072  -32.622898424
   -0.541653906   -3.141592654  100.109741534  -50.850140610  -30.123062813
   -0.433323125   -3.141592654   94.856327210  -45.928892493  -26.829434786
   -0.324992343   -3.141592654   90.292236924  -38.109366813  -22.800646794
   -0.216661562   -3.141592654   86.698041923  -27.736145238  -18.180742577
   -0.108330781   -3.141592654   84.356324820  -15.339194195  -13.147898783
    0.000000000   -3.141592654   83.428527567   -1.715367148   -7.880604993
    0.108330781   -3.141592654   83.976910855   12.245416252   -2.620583993
    0.216661562   -3.141592654   85.990903803   25.294545340    2.295207803
    0.324992343   -3.141592654   89.315762389   36.403144119    6.807589650
    0.433323125   -3.141592654   93.698665903   44.417050032   10.600529343
    0.541653906   -3.141592654   98.745265876   48.581788608   13.621266101
